,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
671,32, Private,205950, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
672,20, Self-emp-not-inc,190968, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,20, United-States, <=50K
673,32, Private,160458, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50, United-States, <=50K
674,28, Local-gov,190911, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40, United-States, >50K
675,51, Private,85382, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,55, United-States, >50K
676,41, Local-gov,129793, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30, United-States, <=50K
677,37, Local-gov,270181, Assoc-acdm,12, Married-spouse-absent, Other-service, Unmarried, Black, Female,0.0,0.0,50, United-States, <=50K
678,23, Private,243723, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,40, United-States, <=50K
679,40, Private,168113, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
680,47, Private,652784, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40, United-States, <=50K
681,46, Self-emp-not-inc,315984, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50, United-States, <=50K
682,24, Private,311311, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
683,40, Private,111336, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,28, United-States, <=50K
684,30, Self-emp-not-inc,100252, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0.0,0.0,60, South, <=50K
685,41, State-gov,186990, Prof-school,15, Widowed, Prof-specialty, Not-in-family, Other, Female,0.0,0.0,52, United-States, >50K
686,37, State-gov,241633, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0.0,0.0,45, United-States, >50K
687,49, Federal-gov,252616, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0.0,0.0,40, Philippines, <=50K
688,41, Federal-gov,46366, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0.0,0.0,50, United-States, >50K
689,52, Local-gov,266138, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35, United-States, <=50K
690,23, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50, United-States, <=50K
691,34, Private,361978, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Female,1471.0,0.0,40, United-States, <=50K
692,25, State-gov,77661, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,2444.0,40, United-States, >50K
693,44, Self-emp-inc,60087, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45, United-States, >50K
694,31, Local-gov,197550, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Male,0.0,0.0,33, United-States, <=50K
695,53, Private,170701, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40, United-States, <=50K
696,62, Private,159822, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50, United-States, <=50K
697,35, Private,211494, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,1876.0,55, United-States, <=50K
698,30, Federal-gov,340899, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
699,48, State-gov,224752, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40, United-States, >50K
700,36, Private,102568, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40, United-States, >50K
701,32, Private,220690, 11th,7, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,33, United-States, <=50K
702,22, Private,303170, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0.0,0.0,28, United-States, <=50K
703,19, Private,192162, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
704,26, Private,201635, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
705,56, State-gov,133728, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35, United-States, >50K
706,45, Private,347025, 7th-8th,4, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,21, United-States, <=50K
707,23, Private,110998, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40, Philippines, <=50K
708,31, Private,122347, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
709,30, Private,127875, 11th,7, Never-married, Sales, Unmarried, White, Female,0.0,0.0,8, United-States, <=50K
710,42, Private,167534, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013.0,0.0,35, United-States, <=50K
711,27, State-gov,152560, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60, United-States, <=50K
712,37, Private,265144, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50, United-States, >50K
713,31, Private,302679, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,60, United-States, <=50K
714,33, Private,290763, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
715,64, Private,86837, Preschool,1, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,40, Philippines, <=50K
716,32, Private,147118, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
717,37, Private,169469, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
718,25, Private,189334, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40, United-States, <=50K
719,49, Private,139571, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064.0,0.0,40, United-States, <=50K
720,36, Private,111545, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,40, United-States, >50K
721,67, Private,72776, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,10566.0,0.0,15, United-States, <=50K
722,54, Private,307973, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40, United-States, >50K
723,45, Local-gov,211666, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40, United-States, >50K
724,30, Private,143766, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
725,39, State-gov,112812, HS-grad,9, Married-civ-spouse, Protective-serv, Other-relative, White, Female,0.0,0.0,40, United-States, <=50K
726,57, Private,43290, 10th,6, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0.0,0.0,20, United-States, <=50K
727,57, Private,111385, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
728,23, Self-emp-not-inc,145744, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40, United-States, <=50K
729,49, Local-gov,126754, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,0.0,0.0,40, Italy, <=50K
730,46, State-gov,54260, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,10, United-States, >50K
731,41, State-gov,34895, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,43, United-States, <=50K
732,44, Private,166740, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,45, United-States, <=50K
733,25, Private,143062, Bachelors,13, Never-married, Other-service, Own-child, White, Female,2463.0,0.0,30, United-States, <=50K
734,34, Local-gov,191957, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,45, United-States, >50K
735,24, Private,109456, Bachelors,13, Never-married, Sales, Own-child, White, Male,0.0,0.0,25, United-States, <=50K
736,32, Private,198183, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45, United-States, <=50K
737,27, Local-gov,157449, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,50, United-States, >50K
738,67, Private,53874, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40, Cuba, <=50K
739,36, Private,191754, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
740,40, Private,320071, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,1408.0,48, United-States, <=50K
741,24, Private,164574, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40, United-States, <=50K
742,46, Private,185870, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,1902.0,40, United-States, >50K
743,44, State-gov,165745, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,38, United-States, <=50K
744,23, Self-emp-not-inc,40323, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, >50K
745,46, Private,199378, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,90, United-States, <=50K
746,31, Private,289889, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
747,21, Local-gov,152200, Some-college,10, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0.0,0.0,40, United-States, <=50K
748,61, Private,198231, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, >50K
749,71, Self-emp-not-inc,28865, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,15, United-States, <=50K
750,42, Private,26915, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40, United-States, >50K
751,21, State-gov,204034, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,16, United-States, <=50K
752,21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,25, Mexico, <=50K
753,28, Local-gov,191088, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,2354.0,0.0,60, United-States, <=50K
754,27, Local-gov,194515, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, Black, Female,0.0,0.0,37, United-States, <=50K
755,32, Private,28984, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0.0,2001.0,25, United-States, <=50K
756,47, Private,125892, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
757,22, Private,37932, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,35, England, <=50K
758,56, Private,249751, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40, United-States, <=50K
759,20, Private,191948, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Female,0.0,0.0,40, United-States, <=50K
760,30, Private,97306, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
761,22, Private,176178, Some-college,10, Never-married, Other-service, Own-child, White, Female,0.0,0.0,25, United-States, <=50K
762,28, Private,142764, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,45, United-States, >50K
763,50, Private,148431, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55, United-States, >50K
764,66, State-gov,148380, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,1424.0,0.0,10, United-States, <=50K
765,38, Private,314890, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,46, United-States, <=50K
766,62, Private,177493, 12th,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,30, United-States, <=50K
767,36, Federal-gov,327435, Masters,14, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,40, United-States, >50K
768,47, Private,275967, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35, United-States, <=50K
769,25, Private,176520, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
770,26, Private,186463, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40, United-States, <=50K
771,37, Private,50380, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40, United-States, <=50K
772,70, Self-emp-not-inc,323987, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,8, United-States, <=50K
773,52, Private,192445, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40, United-States, <=50K
774,70, Private,142851, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,18, United-States, <=50K
775,19, State-gov,42750, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
776,23, Private,199011, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,3, United-States, <=50K
777,37, Private,173963, 11th,7, Separated, Sales, Unmarried, Black, Female,0.0,0.0,40, United-States, <=50K
778,45, State-gov,284763, Some-college,10, Divorced, Prof-specialty, Unmarried, Black, Female,0.0,0.0,40, United-States, <=50K
779,29, Private,108775, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50, United-States, >50K
780,56, Self-emp-not-inc,233312, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,20, Poland, <=50K
781,50, Private,197826, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40, United-States, <=50K
782,20, Private,123007, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0.0,2001.0,30, United-States, <=50K
783,26, Private,264012, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
784,41, Self-emp-inc,214247, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,2415.0,60, United-States, >50K
785,21, Private,200121, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
786,48, Self-emp-not-inc,138069, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,2042.0,50, United-States, <=50K
787,22, Private,33551, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
788,37, State-gov,89083, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35, United-States, <=50K
789,47, Private,369438, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,30, United-States, >50K
790,61, Private,93997, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0.0,0.0,40, United-States, <=50K
791,47, Local-gov,169699, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40, United-States, >50K
792,37, Private,115429, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,25, United-States, <=50K
793,46, State-gov,96652, Assoc-voc,11, Separated, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40, United-States, <=50K
794,42, Self-emp-not-inc,103759, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,48, United-States, <=50K
795,41, Private,54422, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40, United-States, <=50K
796,33, Local-gov,107215, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40, United-States, <=50K
797,27, Private,102142, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
798,40, Federal-gov,134638, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,39, United-States, <=50K
799,56, Private,46920, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40, United-States, <=50K
800,35, Federal-gov,207973, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55, Canada, <=50K
801,24, Private,208946, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
802,73, Self-emp-not-inc,252431, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,1, United-States, <=50K
803,36, Private,251730, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50, United-States, <=50K
804,31, Private,301251, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50, United-States, >50K
805,36, Private,197274, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40, United-States, <=50K
806,37, Private,106043, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40, United-States, >50K
807,26, Private,195636, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,55, United-States, <=50K
808,20, Private,237956, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40, Cuba, <=50K
809,58, Private,31532, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40, United-States, >50K
810,45, State-gov,276157, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40, United-States, >50K
811,31, Private,142921, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
812,44, Private,217039, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,60, United-States, >50K
813,19, Local-gov,259169, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,30, United-States, <=50K
814,54, Private,409173, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Black, Male,0.0,0.0,50, Puerto-Rico, >50K
815,31, State-gov,73161, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1740.0,40, United-States, <=50K
816,27, Private,241431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,35, United-States, <=50K
817,36, Private,151764, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5178.0,0.0,40, United-States, >50K
818,47, Federal-gov,131726, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,1876.0,40, United-States, <=50K
819,35, Private,334291, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45, United-States, <=50K
820,42, Private,67243, 1st-4th,2, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,55, Portugal, >50K
821,45, Private,370261, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
822,70, Private,573446, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1455.0,0.0,40, United-States, <=50K
823,27, Local-gov,189775, 12th,8, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,44, United-States, <=50K
824,36, Private,312206, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60, United-States, >50K
825,23, Private,86939, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40, United-States, <=50K
826,25, Private,221757, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,50, United-States, <=50K
827,45, Self-emp-not-inc,213140, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,45, United-States, >50K
828,24, Private,308673, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,30, United-States, <=50K
829,90, Private,149069, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0.0,1825.0,50, United-States, >50K
830,50, Private,69345, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1902.0,44, United-States, >50K
831,37, Private,112158, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,99, United-States, >50K
832,31, Private,386299, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40, United-States, <=50K
833,17, Private,61838, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
834,26, Private,290286, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,38, United-States, <=50K
835,41, Private,143069, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60, United-States, <=50K
836,50, Self-emp-inc,145714, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,60, United-States, >50K
837,45, Self-emp-not-inc,285570, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,80, United-States, <=50K
838,54, Self-emp-not-inc,399705, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55, United-States, >50K
839,54, Private,186224, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
840,38, Private,172918, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
841,22, Private,198270, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,0.0,0.0,38, United-States, <=50K
842,43, Private,307767, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40, United-States, <=50K
843,30, Private,169002, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40, United-States, >50K
844,42, Private,99203, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,3325.0,0.0,40, United-States, <=50K
845,48, Private,197836, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40, United-States, >50K
846,56, Private,140136, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,35, United-States, >50K
847,21, Local-gov,402230, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0.0,0.0,36, United-States, <=50K
848,45, Private,167159, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
849,37, Private,116409, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40, United-States, >50K
850,38, Local-gov,105161, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,30, United-States, <=50K
851,34, Private,263908, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50, United-States, <=50K
852,29, Private,189565, HS-grad,9, Divorced, Protective-serv, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
853,24, Private,224059, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40, United-States, <=50K
854,35, Private,240988, Assoc-acdm,12, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,55, United-States, <=50K
855,39, Self-emp-not-inc,41017, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,70, United-States, <=50K
856,73, Self-emp-not-inc,214498, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,12, United-States, <=50K
857,57, Private,186361, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40, United-States, <=50K
858,35, Self-emp-inc,165799, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50, United-States, <=50K
859,60, Private,266983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,32, United-States, <=50K
860,54, Private,226497, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40, United-States, <=50K
861,53, Self-emp-not-inc,99516, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
862,23, Private,177287, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Female,0.0,0.0,40, United-States, <=50K
863,57, Self-emp-not-inc,27385, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,48, United-States, >50K
864,27, Self-emp-not-inc,147452, 10th,6, Never-married, Sales, Own-child, White, Female,0.0,0.0,48, United-States, <=50K
865,25, Private,144334, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Male,0.0,0.0,40, United-States, <=50K
866,38, Private,217926, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40, United-States, <=50K
867,48, Private,153312, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,60, United-States, >50K
868,24, Private,126822, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0.0,0.0,45, United-States, <=50K
869,67, Self-emp-inc,51415, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40, United-States, <=50K
870,20, Private,171886, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0.0,0.0,35, United-States, <=50K
871,38, Private,216319, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40, China, >50K
872,54, Private,279337, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40, United-States, <=50K
873,20, Self-emp-not-inc,115085, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40, United-States, <=50K
874,57, Private,453233, 10th,6, Separated, Exec-managerial, Not-in-family, White, Male,0.0,0.0,55, United-States, <=50K
875,34, Federal-gov,400943, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,44, United-States, <=50K
876,34, Private,226883, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0.0,0.0,49, United-States, <=50K
877,80, Private,138050, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,16, United-States, <=50K
878,40, Private,204585, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,40, United-States, <=50K
879,19, Local-gov,220558, 11th,7, Never-married, Handlers-cleaners, Other-relative, White, Male,0.0,0.0,35, United-States, <=50K
880,35, Private,198841, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,56, United-States, <=50K
881,21, Private,67244, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0.0,0.0,40, United-States, <=50K
882,59, Local-gov,75785, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40, United-States, <=50K
883,53, Private,85423, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40, United-States, >50K
884,41, Self-emp-not-inc,134724, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,3103.0,0.0,40, United-States, >50K
885,59, Private,109567, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,55, United-States, <=50K
886,52, Private,157413, 1st-4th,2, Divorced, Farming-fishing, Not-in-family, Black, Male,0.0,0.0,40, United-States, <=50K
887,48, Private,238567, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40, Mexico, <=50K
888,24, Private,153133, 12th,8, Never-married, Machine-op-inspct, Own-child, Black, Male,0.0,0.0,40, United-States, <=50K
